current,id,author,editor,advisor,note,title,pages,article_no,num_pages,keywords,doi,journal,issue_date,volume,issue_no,description,month,year,issn,booktitle,acronym,edition,isbn,conf_loc,publisher,publisher_loc
5741,1082512,Scott A. Wallace,,,,S-assess: A Library for Behavioral Self-assessment,256--263,,8,"agents, safe behavior, self-assessment",10.1145/1082473.1082512,,,,,,,2005,,Proceedings of the Fourth International Joint Conference on Autonomous Agents and Multiagent Systems,AAMAS '05,,1-59593-093-0,The Netherlands,ACM,"New York, NY, USA"
5742,2065221,Theophilus  Wellem and Yu-Kuen  Lai and Chun-Chieh  Lee and Kuei-Sheng  Yang,,,,Accelerating Sketch-Based Computations with GPU: A Case Study for Network Traffic Change Detection,81--82,,2,"Sketch, Change Detection, NetFPGA, OpenCL, GPU",10.1109/ANCS.2011.18,,,,,,,2011,,Proceedings of the 2011 ACM/IEEE Seventh Symposium on Architectures for Networking and Communications Systems,ANCS '11,,978-0-7695-4521-9,,IEEE Computer Society,"Washington, DC, USA"
5743,1838429,Arthur  Carvalho and Kate  Larson,,,,Sharing a Reward Based on Peer Evaluations,1455--1456,,2,"mechanism design, peer evaluations, sharing schemes",,,,,,,,2010,,Proceedings of the 9th International Conference on Autonomous Agents and Multiagent Systems: Volume 1 - Volume 1,AAMAS '10,,978-0-9826571-1-9,"Toronto, Canada",International Foundation for Autonomous Agents and Multiagent Systems,"Richland, SC"
5744,1989289,Hossein  Jowhari and Mert  Sa&#287;lam and G&#225;bor  Tardos,,,,"Tight Bounds for Lp Samplers, Finding Duplicates in Streams, and Related Problems",49--58,,10,"finding duplicates, sampling, streaming algorithms",10.1145/1989284.1989289,,,,,,,2011,,Proceedings of the Thirtieth ACM SIGMOD-SIGACT-SIGART Symposium on Principles of Database Systems,PODS '11,,978-1-4503-0660-7,"Athens, Greece",ACM,"New York, NY, USA"
5745,1862811,Paul N. Martinaitis and Andrew L. Wendelborn,,,,Stream-components: Component Based Stream Computation on the Grid,11--20,,10,,,,,,,,,2009,,Proceedings of the Seventh Australasian Symposium on Grid Computing and e-Research - Volume 99,AusGrid '09,,978-1-920682-80-4,"Wellington, New Zealand","Australian Computer Society, Inc.","Darlinghurst, Australia, Australia"
5746,2483762,Rahul  Purandare and Matthew B.  Dwyer and Sebastian  Elbaum,,,,Optimizing Monitoring of Finite State Properties Through Monitor Compaction,280--290,,11,"Optimization, Performance, Runtime Monitoring",10.1145/2483760.2483762,,,,,,,2013,,Proceedings of the 2013 International Symposium on Software Testing and Analysis,ISSTA 2013,,978-1-4503-2159-4,"Lugano, Switzerland",ACM,"New York, NY, USA"
5747,1370044,Leila  Naslavsky and Hadar  Ziv and Debra J. Richardson,,,,Using Model Transformation to Support Model-based Test Coverage Measurement,1--6,,6,"model-based testing, model-driven development, traceability",10.1145/1370042.1370044,,,,,,,2008,,Proceedings of the 3rd International Workshop on Automation of Software Test,AST '08,,978-1-60558-030-2,"Leipzig, Germany",ACM,"New York, NY, USA"
5748,1007552,Mi-Young  Kang and Aesun  Yoon and Hyuk-Chul  Kwon,,,,Improving Partial Parsing Based on Error-pattern Analysis for a Korean Grammar-checker,301--323,,23,"Korean grammar checker, error-pattern analysis, language, linguistic analysis, parsing, parsing triggering condition, partial parsing, text preprocessing",10.1145/1007551.1007552,,3-Dec,2,4,,December,2003,1530-0226,,,,,,ACM,"New York, NY, USA"
5749,2344019,Emma  Brunskill,,,,Bayes-optimal Reinforcement Learning for Discrete Uncertainty Domains,1385--1386,,2,"MDPs, POMDPs, reinforcement learning",,,,,,,,2012,,Proceedings of the 11th International Conference on Autonomous Agents and Multiagent Systems - Volume 3,AAMAS '12,,"0-9817381-3-3, 978-0-9817381-3-0","Valencia, Spain",International Foundation for Autonomous Agents and Multiagent Systems,"Richland, SC"
5750,1609851,Nai-Lung  Tsao and David  Wible,,,,A Method for Unsupervised Broad-coverage Lexical Error Detection and Correction,51--54,,4,,,,,,,,,2009,,Proceedings of the Fourth Workshop on Innovative Use of NLP for Building Educational Applications,EdAppsNLP '09,,978-1-932432-37-4,"Boulder, Colorado",Association for Computational Linguistics,"Stroudsburg, PA, USA"
5751,2534213,Philipp  Sommer and Branislav  Kusy and Raja  Jurdak,,,,Power Management for Long-term Sensing Applications with Energy Harvesting,3:1--3:6,3,6,"power monitoring, wireless sensor network",10.1145/2534208.2534213,,,,,,,2013,,Proceedings of the 1st International Workshop on Energy Neutral Sensing Systems,ENSSys '13,,978-1-4503-2432-8,"Rome, Italy",ACM,"New York, NY, USA"
5752,1007612,Robin  Dhamankar and Yoonkyong  Lee and AnHai  Doan and Alon  Halevy and Pedro  Domingos,,,,iMAP: Discovering Complex Semantic Matches Between Database Schemas,383--394,,12,,10.1145/1007568.1007612,,,,,,,2004,,Proceedings of the 2004 ACM SIGMOD International Conference on Management of Data,SIGMOD '04,,1-58113-859-8,"Paris, France",ACM,"New York, NY, USA"
5753,377624,Vikrant A. Chitre and John N. Daigle,,,,IP-based Services over GPRS,39--47,,9,"IP over wireless, cellular data service, performance, queues with contention",10.1145/377616.377624,SIGMETRICS Perform. Eval. Rev.,Dec. 2000,28,3,,December,2000,0163-5999,,,,,,ACM,"New York, NY, USA"
5754,1177119,Ruoming  Pang and Vern  Paxson and Robin  Sommer and Larry  Peterson,,,,Binpac: A Yacc for Writing Application Protocol Parsers,289--300,,12,"parser generator, protocol",10.1145/1177080.1177119,,,,,,,2006,,Proceedings of the 6th ACM SIGCOMM Conference on Internet Measurement,IMC '06,,1-59593-561-4,"Rio de Janeriro, Brazil",ACM,"New York, NY, USA"
5755,2107765,Ana  Jokanovic and Cyriel  Minkenberg and Jose Carlos Sancho and Ramon  Beivide and German  Rodriguez and Jesus  Labarta,,,,Contention-aware Node Allocation Policy for High-performance Capacity Systems,5--8,,4,,10.1145/2107763.2107765,,,,,,,2012,,"Proceedings of the 2012 Interconnection Network Architecture: On-Chip, Multi-Chip Workshop",INA-OCMC '12,,978-1-4503-1010-9,"Paris, France",ACM,"New York, NY, USA"
5756,1734407,Paul  Denny and Brian  Hanks and Beth  Simon,,,,Peerwise: Replication Study of a Student-collaborative Self-testing Web Service in a U.S. Setting,421--425,,5,"collaborative systems, cs1, educational technology, mcq, multiple choice question, peer assessment",10.1145/1734263.1734407,,,,,,,2010,,Proceedings of the 41st ACM Technical Symposium on Computer Science Education,SIGCSE '10,,978-1-4503-0006-3,"Milwaukee, Wisconsin, USA",ACM,"New York, NY, USA"
5757,325724,Christopher A. Stone and Robert  Harper,,,,Deciding Type Equivalence in a Language with Singleton Kinds,214--227,,14,,10.1145/325694.325724,,,,,,,2000,,Proceedings of the 27th ACM SIGPLAN-SIGACT Symposium on Principles of Programming Languages,POPL '00,,1-58113-125-9,"Boston, MA, USA",ACM,"New York, NY, USA"
5758,1609114,Maxim  Khalilov and Jos&#233; A. R. Fonollosa,,,,N-gram-based Statistical Machine Translation Versus Syntax Augmented Machine Translation: Comparison and System Combination,424--432,,9,,,,,,,,,2009,,Proceedings of the 12th Conference of the European Chapter of the Association for Computational Linguistics,EACL '09,,,"Athens, Greece",Association for Computational Linguistics,"Stroudsburg, PA, USA"
5759,1190139,K.  Lampka and M.  Siegle,,,,Analysis of Markov Reward Models Using Zero-suppressed Multi-terminal BDDs,,35,,"Markov chain, discrete event systems, numerical solution, performance evaluation tool, symbolic data structure",10.1145/1190095.1190139,,,,,,,2006,,Proceedings of the 1st International Conference on Performance Evaluation Methodolgies and Tools,valuetools '06,,1-59593-504-5,"Pisa, Italy",ACM,"New York, NY, USA"
5760,2433862,Thomas R. Robbins and D. J. Medeiros and Terry P. Harrison,,,,Does the Erlang C Model Fit in Real Call Centers?,2853--2864,,12,,,,,,,,,2010,,Proceedings of the Winter Simulation Conference,WSC '10,,978-1-4244-9864-2,"Baltimore, Maryland",Winter Simulation Conference,
5761,1353662,Michael D. Moffitt and Jarrod A. Roy and Igor L. Markov,,,,The Coming of Age of (Academic) Global Routing,148--155,,8,"VLSI, benchmarks, computer-aided design, congestion, global routing, optimization, routing, wirelength",10.1145/1353629.1353662,,,,,,,2008,,Proceedings of the 2008 International Symposium on Physical Design,ISPD '08,,978-1-60558-048-7,"Portland, Oregon, USA",ACM,"New York, NY, USA"
5762,506561,Daniel B. Horn and Lana  Karasik and Judith S. Olsen,,,,The Effects of Spatial and Temporal Video Distortion on Lie Detection Performance,714--715,,2,"lie detection, video mediated communication",10.1145/506443.506561,,,,,,,2002,,CHI '02 Extended Abstracts on Human Factors in Computing Systems,CHI EA '02,,1-58113-454-1,"Minneapolis, Minnesota, USA",ACM,"New York, NY, USA"
5763,2010188,Ted Tao Yuan and Zhaohui  Chen and Mike  Mathieson,,,,Predicting eBay Listing Conversion,1335--1336,,2,"ecommerce, online auction, predictive model, ranking.",10.1145/2009916.2010188,,,,,,,2011,,Proceedings of the 34th International ACM SIGIR Conference on Research and Development in Information Retrieval,SIGIR '11,,978-1-4503-0757-4,"Beijing, China",ACM,"New York, NY, USA"
5764,633027,Ratul  Mahajan and David  Wetherall and Tom  Anderson,,,,Understanding BGP Misconfiguration,3--16,,14,,10.1145/964725.633027,SIGCOMM Comput. Commun. Rev.,2-Oct,32,4,,August,2002,0146-4833,,,,,,ACM,"New York, NY, USA"
5765,1383425,Matthew  Smith and Christian  Schridde and Bernd  Freisleben,,,,Securing Stateful Grid Servers Through Virtual Server Rotation,11--22,,12,"grid computing, intrusion tolerance, security, self-cleansing servers, virtualization",10.1145/1383422.1383425,,,,,,,2008,,Proceedings of the 17th International Symposium on High Performance Distributed Computing,HPDC '08,,978-1-59593-997-5,"Boston, MA, USA",ACM,"New York, NY, USA"
5766,1995442,Yang  Ye and Kenneth A. Ross and Norases  Vesdapunt,,,,Scalable Aggregation on Multicore Processors,1--9,,9,,10.1145/1995441.1995442,,,,,,,2011,,Proceedings of the Seventh International Workshop on Data Management on New Hardware,DaMoN '11,,978-1-4503-0658-4,"Athens, Greece",ACM,"New York, NY, USA"
5767,1921500,Fahad  Zafar and Marc  Olano and Aaron  Curtis,,,,GPU Random Numbers via the Tiny Encryption Algorithm,133--141,,9,"cryptographic hash, noise, shadows",,,,,,,,2010,,Proceedings of the Conference on High Performance Graphics,HPG '10,,,"Saarbrucken, Germany",Eurographics Association,"Aire-la-Ville, Switzerland, Switzerland"
5768,1460491,Song  Han and Jianping  Song and Xiuming  Zhu and Aloysius K. Mok and Deji  Chen and Mark  Nixon and Wally  Pratt and Veena  Gondhalekar,,,,WI-HTest: Testing Suite for Diagnosing Wirelesshart Devices and Networks,437--438,,2,"fault data injection, interoperability, wi-htest, wirelesshart",10.1145/1460412.1460491,,,,,,,2008,,Proceedings of the 6th ACM Conference on Embedded Network Sensor Systems,SenSys '08,,978-1-59593-990-6,"Raleigh, NC, USA",ACM,"New York, NY, USA"
5769,2002335,Kentaro  Kotani and Akira  Nakajima and Takafumi  Asao and Ken  Horii,,,,Hands-free Data Manipulation for Visual Inspection System by Using Temporal Characteristics of Saccades,8--11,,4,"eye typing, hands-free, midas touch problem, saccade, visual inspection",10.1145/2002333.2002335,,,,,,,2010,,Proceedings of the 2010 Workshop on Eye Gaze in Intelligent Human Machine Interaction,EGIHMI '10,,978-1-60558-999-2,"Hong Kong, China",ACM,"New York, NY, USA"
5770,1735249,Westley  Weimer and Stephanie  Forrest and Claire  Le Goues and ThanhVu  Nguyen,,,,Automatic Program Repair with Evolutionary Computation,109--116,,8,,10.1145/1735223.1735249,Commun. ACM,10-May,53,5,,May,2010,0001-0782,,,,,,ACM,"New York, NY, USA"
5771,2422566,Deokwoo  Jung and Hoang Hai Nguyen and Sreejaya  Viswanathan and Binbin  Chen and David K. Y. Yau,,,,Scalable Load Disaggregation System Using Distributed Electrical Signature Detection,193--194,,2,,10.1145/2422531.2422566,,,,,,,2012,,Proceedings of the Fourth ACM Workshop on Embedded Sensing Systems for Energy-Efficiency in Buildings,BuildSys '12,,978-1-4503-1170-0,"Toronto, Ontario, Canada",ACM,"New York, NY, USA"
5772,2065196,V&#225;clav  Barto&#353; and Martin  &#381;&#225;dn&#237;k,,,,Hardware Precomputation of Entropy for Anomaly Detection,219--220,,2,"entropy, acceleration, network, anomaly",10.1109/ANCS.2011.41,,,,,,,2011,,Proceedings of the 2011 ACM/IEEE Seventh Symposium on Architectures for Networking and Communications Systems,ANCS '11,,978-0-7695-4521-9,,IEEE Computer Society,"Washington, DC, USA"
5773,2428774,Mohammadreza  Khelghati and Djoerd  Hiemstra and Maurice  van Keulen,,,,Size Estimation of Non-cooperative Data Collections,239--246,,8,"deep web, estimation bias, pool-based size estimation, query-based sampling, regression equations, size estimation, stochastic simulation",10.1145/2428736.2428774,,,,,,,2012,,Proceedings of the 14th International Conference on Information Integration and Web-based Applications &#38; Services,IIWAS '12,,978-1-4503-1306-3,"Bali, Indonesia",ACM,"New York, NY, USA"
5774,2489248,Joya A. Deri and Soummya  Kar and S&#233;rgio  Pequito and Jos&#233; M. F. Moura,,,,Identifying Small Subsets of Agents for Behavior Tracking and Abnormal Event Detection in Dynamic Networks,9--16,,8,"agent-state tracking, anomaly detection, fault detection and identification (FDI), large-scale dynamic networks, structural observability, structural systems",10.1145/2489247.2489248,,,,,,,2013,,Proceedings of the Workshop on Dynamic Networks Management and Mining,DyNetMM '13,,978-1-4503-2209-6,"New York, New York",ACM,"New York, NY, USA"
5775,1248644,Andrej  Bratko and Bogdan  Filipi&#269; and Gordon V. Cormack and Thomas R. Lynam and Bla&#382;  Zupan,,,,Spam Filtering Using Statistical Data Compression Models,2673--2698,,26,,,J. Mach. Learn. Res.,12/1/2006,7,,,December,2006,1532-4435,,,,,,JMLR.org,
5776,1982476,Amel  Mammar,,,,An Overview of a Proof-based Approach to Detecting C Vulnerabilities,1343--1344,,2,"B formal method, mapping rules, model checking, proofs, security, vulnerability detection",10.1145/1982185.1982476,,,,,,,2011,,Proceedings of the 2011 ACM Symposium on Applied Computing,SAC '11,,978-1-4503-0113-8,"TaiChung, Taiwan",ACM,"New York, NY, USA"
5777,1453113,Hyunsook  Do and Siavash  Mirarab and Ladan  Tahvildari and Gregg  Rothermel,,,,An Empirical Study of the Effect of Time Constraints on the Cost-benefits of Regression Testing,71--82,,12,"empirical studies, regression testing, test case prioritization",10.1145/1453101.1453113,,,,,,,2008,,Proceedings of the 16th ACM SIGSOFT International Symposium on Foundations of Software Engineering,SIGSOFT '08/FSE-16,,978-1-59593-995-1,"Atlanta, Georgia",ACM,"New York, NY, USA"
5778,1049176,Gokhan  Memik and Mahmut T. Kandemir and Ozcan  Ozturk,,,,Increasing Register File Immunity to Transient Errors,586--591,,6,,10.1109/DATE.2005.181,,,,,,,2005,,"Proceedings of the Conference on Design, Automation and Test in Europe - Volume 1",DATE '05,,0-7695-2288-2,,IEEE Computer Society,"Washington, DC, USA"
5779,2093954,Clark  Verbrugge and Jose Nelson Amaral and Mark  Stoodley and David  Grove and Kit  Barton,,,,10th Workshop on Compiler-Driven Performance,371--372,,2,,,,,,,,,2011,,Proceedings of the 2011 Conference of the Center for Advanced Studies on Collaborative Research,CASCON '11,,,"Toronto, Ontario, Canada",IBM Corp.,"Riverton, NJ, USA"
5780,1810912,Christel  Baier and Boudewijn R. Haverkort and Holger  Hermanns and Joost-Pieter  Katoen,,,,Performance Evaluation and Model Checking Join Forces,76--85,,10,,10.1145/1810891.1810912,Commun. ACM,10-Sep,53,9,,September,2010,0001-0782,,,,,,ACM,"New York, NY, USA"
5781,2162133,N.  Ventroux and T.  Sassolas and A.  Guerre and B.  Creusillet and R.  Keryell,,,,SESAM/Par4All: A Tool for Joint Exploration of MPSoC Architectures and Dynamic Dataflow Code Generation,9--16,,8,"MPSoC, SystemC, TLM, performance analysis, processor modeling, simulation, source-to-source compilation",10.1145/2162131.2162133,,,,,,,2012,,Proceedings of the 2012 Workshop on Rapid Simulation and Performance Evaluation: Methods and Tools,RAPIDO '12,,978-1-4503-1114-4,"Paris, France",ACM,"New York, NY, USA"
5782,1102277,Atsushi  Wada and Keiki  Takadama and Katsunori  Shimohara,,,,Learning Classifier System Equivalent with Reinforcement Learning with Function Approximation,92--93,,2,"function approximation, genetic-based machine learning, learning classifier systems, reinforcement learning",10.1145/1102256.1102277,,,,,,,2005,,Proceedings of the 7th Annual Workshop on Genetic and Evolutionary Computation,GECCO '05,,,"Washington, D.C.",ACM,"New York, NY, USA"
5783,1391694,Ganesh  Dasika and Shidhartha  Das and Kevin  Fan and Scott  Mahlke and David  Bull,,,,DVFS in Loop Accelerators Using BLADES,894--897,,4,"embedded systems, frequency scaling, high-level synthesis, low power, voltage scaling",10.1145/1391469.1391694,,,,,,,2008,,Proceedings of the 45th Annual Design Automation Conference,DAC '08,,978-1-60558-115-6,"Anaheim, California",ACM,"New York, NY, USA"
